timestamp,chowk_id,chowk_name,current_speed,free_flow,delay,traffic_level,confidence,road_closure,needs_cleaning,cluster_id,priority_rank
29-04-2026 07:19,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:19,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:19,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:19,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:19,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:20,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:20,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:20,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:20,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:20,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:20,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:22,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:22,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:22,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:22,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:22,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:22,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:23,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:23,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:23,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:23,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:23,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:23,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:24,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:24,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:24,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:24,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:24,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:24,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:25,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:25,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:25,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:25,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:25,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:25,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:26,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:26,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:26,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:26,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:26,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:26,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:27,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:27,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:27,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:27,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:27,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:27,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:28,101,ISBT,29,29,0,Low,1.0,No,False,0,4
29-04-2026 07:28,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,4
29-04-2026 07:28,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,4
29-04-2026 07:28,104,Ballupur,37,37,0,Low,1.0,No,False,0,4
29-04-2026 07:28,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,4
29-04-2026 07:28,106,Balliwala,30,30,0,Low,1.0,No,False,0,4
29-04-2026 07:29,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:29,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:29,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:29,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:29,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:29,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:30,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:30,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:30,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:30,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:30,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:30,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:31,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:31,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:31,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:31,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:31,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:31,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:32,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:32,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:32,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:32,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:32,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:32,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:34,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:34,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:34,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:34,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:34,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:34,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:35,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:35,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:35,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:35,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:35,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:35,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:36,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:36,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:36,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:36,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:36,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:36,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:37,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:37,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:37,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:37,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:37,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:37,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:38,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:38,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:38,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:38,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:38,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:38,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:39,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:39,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:39,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:39,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:39,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:39,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:40,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:40,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:40,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:40,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:40,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:40,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:41,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:41,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:41,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:41,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:41,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:41,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:42,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:42,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:42,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:42,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:42,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:42,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:43,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:44,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:44,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:44,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:44,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:44,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:45,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:45,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:45,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:45,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:45,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:45,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:46,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:46,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:46,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:46,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:46,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:46,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:47,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:47,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:47,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:47,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:47,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:47,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:48,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:48,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:48,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:48,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:48,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:48,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:49,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:49,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:49,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:49,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:49,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:49,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:50,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:50,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:50,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:50,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:50,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:50,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:51,101,ISBT,29,29,0,Low,1.0,No,False,0,3
29-04-2026 07:51,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,3
29-04-2026 07:51,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,3
29-04-2026 07:51,104,Ballupur,37,37,0,Low,1.0,No,False,0,3
29-04-2026 07:51,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,3
29-04-2026 07:51,106,Balliwala,30,30,0,Low,1.0,No,False,0,3
29-04-2026 07:52,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:52,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:52,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:52,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:52,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:52,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:53,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:53,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:53,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:53,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:53,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:53,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:54,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:54,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:54,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:54,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:55,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:55,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:56,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:56,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:56,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:56,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:56,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:56,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:57,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:57,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:57,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:57,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:57,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:57,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:58,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:58,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:58,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:58,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:58,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:58,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 07:59,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 07:59,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 07:59,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 07:59,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 07:59,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 07:59,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 08:00,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:00,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:00,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:00,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 08:00,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 08:00,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 08:01,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:01,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:01,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:01,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 08:01,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 08:01,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 08:02,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:02,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:02,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:02,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 08:02,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 08:02,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 08:03,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:03,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:03,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:03,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 08:03,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 08:03,106,Balliwala,30,30,0,Low,1.0,No,False,0,2
29-04-2026 08:04,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:04,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:04,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:04,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
29-04-2026 08:04,105,Prince_Chowk,21,21,0,Low,1.0,No,False,3,2
29-04-2026 08:04,106,Balliwala,24,31,0,Low,0.883751,No,False,1,2
29-04-2026 08:05,101,ISBT,29,29,0,Low,1.0,No,False,0,2
29-04-2026 08:05,102,Clock_Tower,42,42,0,Low,1.0,No,False,0,2
29-04-2026 08:05,103,Dilaram_Chowk,33,33,0,Low,1.0,No,False,0,2
29-04-2026 08:05,104,Ballupur,37,37,0,Low,1.0,No,False,0,2
